1	0	119.091	1252.78	4647.33
1	1	610.188	1093.21	4647.33
1	2	913.702	675.458	4647.33
1	3	890.702	157.088	4647.33
1	4	611.188	-234.664	4635
1	5	99.0908	-398.231	4623.56
1	6	-380.006	-234.664	4610.9
1	7	-675.52	159.088	4601.75
1	8	-675.52	675.458	4601.75
1	9	-372.006	1093.21	4601.75
2	0	148.091	1258.78	4601.75
2	1	610.188	1093.21	4576.24
2	2	913.702	675.458	4576.24
2	3	890.702	157.088	4576.24
2	4	587.188	-241.664	4576.24
2	5	73.0908	-374.231	4571.13
2	6	-364.006	-233.664	4557.3
2	7	-675.52	159.088	4551.33
2	8	-678.52	660.458	4551.33
2	9	-372.006	1093.21	4550.27
3	0	148.091	1258.78	4550.27
3	1	610.188	1093.21	4550.27
3	2	913.702	675.458	4550.27
3	3	890.702	157.088	4550.27
3	4	567.188	-220.664	4550.27
3	5	65.0908	-358.231	4533
3	6	-369.006	-213.664	4523.86
3	7	-653.52	177.088	4515.88
3	8	-648.52	666.458	4499.28
3	9	-391.006	1104.21	4482.86
4	0	175.091	1258.78	4482.23
4	1	610.188	1093.21	4456.9
4	2	913.702	675.458	4456.9
4	3	881.702	175.088	4456.9
4	4	567.188	-220.664	4447.57
4	5	65.0908	-358.231	4447.57
4	6	-369.006	-213.664	4447.57
4	7	-653.52	177.088	4447.57
4	8	-642.52	668.458	4447.57
4	9	-391.006	1104.21	4444.92
5	0	175.091	1258.78	4444.92
5	1	610.188	1093.21	4444.92
5	2	907.702	649.458	4444.92
5	3	859.702	169.088	4436.5
5	4	554.188	-218.664	4425.98
5	5	65.0908	-358.231	4420.34
5	6	-369.006	-213.664	4420.34
5	7	-653.52	177.088	4420.34
5	8	-615.52	639.458	4420.34
5	9	-391.006	1104.21	4405.79
6	0	198.091	1251.78	4405.79
6	1	610.188	1093.21	4381.81
6	2	907.702	649.458	4381.81
6	3	831.702	153.088	4381.81
6	4	554.188	-218.664	4371.46
6	5	45.0908	-353.231	4371.46
6	6	-369.006	-213.664	4368.87
6	7	-653.52	177.088	4368.87
6	8	-607.52	630.458	4368.87
6	9	-391.006	1104.21	4365.38
7	0	198.091	1251.78	4365.38
7	1	610.188	1074.21	4365.38
7	2	907.702	649.458	4356.88
7	3	820.702	148.088	4356.88
7	4	554.188	-218.664	4353.04
7	5	45.0908	-353.231	4353.04
7	6	-369.006	-213.664	4353.04
7	7	-653.52	177.088	4353.04
7	8	-606.52	606.458	4353.04
7	9	-378.006	1081.21	4350.8
8	0	225.091	1265.78	4335.28
8	1	605.188	1073.21	4316.67
8	2	907.702	649.458	4314.72
8	3	792.702	176.088	4314.72
8	4	554.188	-218.664	4300.84
8	5	65.0908	-340.231	4300.84
8	6	-385.006	-184.664	4293.43
8	7	-629.52	184.088	4284.64
8	8	-604.52	605.458	4267.64
8	9	-405.006	1056.21	4266.79
9	0	239.091	1275.78	4232.8
9	1	624.188	1050.21	4225.11
9	2	879.702	672.458	4223.25
9	3	790.702	200.088	4205.2
9	4	555.188	-191.664	4201.66
9	5	65.0908	-340.231	4185.97
9	6	-357.006	-159.664	4185.97
9	7	-629.52	184.088	4165.06
9	8	-604.52	605.458	4165.06
9	9	-403.006	1055.21	4165.06
10	0	247.091	1263.78	4164.96
10	1	624.188	1050.21	4152.03
10	2	857.702	698.458	4152.03
10	3	790.702	200.088	4140.36
10	4	562.188	-171.664	4140.36
10	5	49.0908	-326.231	4132.41
10	6	-357.006	-159.664	4123.22
10	7	-605.52	184.088	4123.22
10	8	-604.52	605.458	4107.99
10	9	-403.006	1055.21	4107.99
11	0	276.091	1256.78	4107.99
11	1	624.188	1021.21	4079.38
11	2	834.702	714.458	4071.09
11	3	794.702	230.088	4058.15
11	4	562.188	-171.664	4055.74
11	5	49.0908	-326.231	4055.74
11	6	-357.006	-159.664	4055.74
11	7	-605.52	184.088	4055.74
11	8	-604.52	605.458	4055.74
11	9	-402.006	1033.21	4055.74
12	0	298.091	1276.78	4036.17
12	1	629.188	1003.21	4030.17
12	2	834.702	714.458	4027.73
12	3	794.702	230.088	4027.73
12	4	562.188	-171.664	4027.73
12	5	49.0908	-326.231	4027.73
12	6	-362.006	-151.664	4027.73
12	7	-605.52	184.088	4026.02
12	8	-590.52	634.458	4026.02
12	9	-413.006	1019.21	4023.07
13	0	298.091	1276.78	4005.73
13	1	629.188	1003.21	4005.73
13	2	808.702	730.458	4005.73
13	3	765.702	255.088	3992.38
13	4	533.188	-167.664	3977.73
13	5	69.0908	-316.231	3960.95
13	6	-372.006	-133.664	3953.65
13	7	-594.52	162.088	3949.16
13	8	-590.52	634.458	3946.71
13	9	-398.006	998.209	3946.71
14	0	327.091	1290.78	3934.54
14	1	629.188	993.21	3922.13
14	2	808.702	730.458	3920.78
14	3	765.702	255.088	3920.78
14	4	533.188	-167.664	3920.78
14	5	69.0908	-316.231	3920.78
14	6	-366.006	-121.664	3920.78
14	7	-582.52	180.088	3914.23
14	8	-590.52	634.458	3903.35
14	9	-398.006	998.209	3903.35
15	0	351.091	1273.78	3903.35
15	1	612.188	998.21	3874.35
15	2	800.702	719.458	3872.83
15	3	764.702	285.088	3865.59
15	4	556.188	-141.664	3861.8
15	5	90.0908	-312.231	3858.4
15	6	-366.006	-121.664	3854.98
15	7	-582.52	180.088	3854.98
15	8	-560.52	623.458	3854.98
15	9	-368.006	980.209	3841.37
16	0	366.091	1259.78	3838.28
16	1	591.188	984.21	3817.8
16	2	800.702	719.458	3815.59
16	3	764.702	285.088	3815.59
16	4	556.188	-141.664	3815.59
16	5	90.0908	-312.231	3815.59
16	6	-350.006	-111.664	3815.59
16	7	-582.52	180.088	3806.61
16	8	-530.52	627.458	3806.61
16	9	-368.006	980.209	3796.08
17	0	366.091	1259.78	3796.08
17	1	574.188	1003.21	3796.08
17	2	800.702	719.458	3796.06
17	3	747.702	262.088	3796.06
17	4	557.188	-126.664	3792.54
17	5	90.0908	-312.231	3784.87
17	6	-344.006	-114.664	3784.87
17	7	-582.52	180.088	3784.27
17	8	-502.52	639.458	3784.27
17	9	-389.006	964.209	3778.12
18	0	366.091	1259.78	3755.8
18	1	574.188	1003.21	3755.8
18	2	800.702	719.458	3755.8
18	3	747.702	262.088	3755.8
18	4	544.188	-117.664	3755.8
18	5	90.0908	-296.231	3745.14
18	6	-333.006	-120.664	3732.66
18	7	-582.52	180.088	3731.81
18	8	-473.52	648.458	3731.81
18	9	-389.006	964.209	3729.26
19	0	366.091	1259.78	3729.26
19	1	574.188	1003.21	3729.26
19	2	799.702	696.458	3729.26
19	3	747.702	262.088	3723.95
19	4	528.188	-123.664	3723.95
19	5	116.091	-279.231	3719.85
19	6	-305.006	-120.664	3707.67
19	7	-568.52	169.088	3699.81
19	8	-473.52	648.458	3690.05
19	9	-410.006	942.209	3690.05
20	0	387.091	1242.78	3663.72
20	1	574.188	1003.21	3637.34
20	2	799.702	696.458	3637.34
20	3	723.702	246.088	3637.34
20	4	528.188	-123.664	3631.03
20	5	116.091	-279.231	3631.03
20	6	-301.006	-95.6642	3631.03
20	7	-568.52	169.088	3621.49
20	8	-473.52	648.458	3621.49
20	9	-432.006	937.209	3621.49
21	0	387.091	1242.78	3612.67
21	1	574.188	1003.21	3612.67
21	2	799.702	696.458	3612.67
21	3	716.702	233.088	3612.67
21	4	518.188	-116.664	3611.91
21	5	87.0908	-269.231	3603.81
21	6	-291.006	-89.6642	3596.83
21	7	-558.52	166.088	3593.32
21	8	-471.52	673.458	3585.09
21	9	-447.006	935.209	3585.04
22	0	387.091	1242.78	3581.24
22	1	574.188	1003.21	3581.24
22	2	799.702	696.458	3581.24
22	3	716.702	233.088	3581.24
22	4	518.188	-116.664	3581.24
22	5	72.0908	-240.231	3581.24
22	6	-291.006	-89.6642	3561.35
22	7	-558.52	166.088	3561.35
22	8	-474.52	658.458	3561.35
22	9	-447.006	935.209	3561.27
23	0	396.091	1248.78	3561.27
23	1	574.188	1003.21	3560.66
23	2	799.702	696.458	3560.66
23	3	716.702	233.088	3560.66
23	4	496.188	-128.664	3560.66
23	5	72.0908	-240.231	3557.79
23	6	-291.006	-89.6642	3557.79
23	7	-548.52	195.088	3557.79
23	8	-474.52	658.458	3541.37
23	9	-447.006	935.209	3541.37
24	0	396.091	1248.78	3541.37
24	1	574.188	1003.21	3541.37
24	2	799.702	696.458	3541.37
24	3	701.702	230.088	3541.37
24	4	488.188	-129.664	3536.97
24	5	87.0908	-229.231	3533.87
24	6	-291.006	-89.6642	3526.56
24	7	-548.52	195.088	3526.56
24	8	-474.52	658.458	3526.56
24	9	-447.006	935.209	3526.56
25	0	396.091	1248.78	3526.56
25	1	574.188	1003.21	3526.56
25	2	799.702	696.458	3526.56
25	3	686.702	209.088	3526.56
25	4	498.188	-110.664	3524.59
25	5	87.0908	-229.231	3517.73
25	6	-291.006	-89.6642	3517.73
25	7	-524.52	168.088	3517.73
25	8	-474.52	658.458	3505.28
25	9	-447.006	935.209	3505.28
26	0	396.091	1248.78	3505.28
26	1	574.188	1003.21	3505.28
26	2	799.702	696.458	3505.28
26	3	679.702	229.088	3505.28
26	4	470.188	-107.664	3501.52
26	5	63.0908	-203.231	3487
26	6	-291.006	-89.6642	3472.07
26	7	-517.52	191.088	3472.07
26	8	-474.52	658.458	3461.44
26	9	-447.006	935.209	3461.44
27	0	396.091	1248.78	3461.44
27	1	561.188	1023.21	3461.44
27	2	784.702	688.458	3461.44
27	3	679.702	229.088	3448.09
27	4	470.188	-107.664	3448.09
27	5	63.0908	-203.231	3448.09
27	6	-291.006	-89.6642	3448.09
27	7	-517.52	191.088	3448.09
27	8	-474.52	658.458	3448.09
